ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
700,165,165,Grace,Anderson,23,APRIL,1835,"1 Bail Ur, Highland",F,Bradley,Anderson,MASON,Harriet,Cruickshanks,,4,AUGUST,1829,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,700,700,558,531,700,165,531,558,204,,,,,,,,NA
702,143,143,Chelsea,Mcbain,8,DECEMBER,1836,"574 Rathad an Duin, Na h-Eileanan Siar",F,Michael,Mcbain,SPIRIT DEALER,Abigail,Jones,,11,SEPTEMBER,1820,,,SYNTHETIC DATA PRODUCED USING VALIPOP,702,702,458,405,702,143,405,458,243,,,,,,,,NA
708,165,165,Keira,Anderson,2,MARCH,1836,"1 Bail Ur, Highland",F,Bradley,Anderson,MASON,Harriet,Cruickshanks,,4,AUGUST,1829,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,708,708,558,531,708,165,531,558,216,,,,,,,,NA
704,154,154,Enya,Mullen,9,SEPTEMBER,1836,"12 Bank Street, Greenlaw Station House, Greenlaw",F,Cameron,Mullen,VETERINARY SURGEON,Amy-jo,Cruickshanks,AG LAB,20,JULY,1824,"Greenlaw Station House Greenlaw ",,SYNTHETIC DATA PRODUCED USING VALIPOP,704,704,518,431,704,154,431,518,211,,,,,,,,NA
706,171,171,Amy,Grant,25,SEPTEMBER,1836,"571 Rathad an Duin, Na h-Eileanan Siar",F,Ryan,Grant,LABOURER,Amy,Cruickshanks,COOK & C,5,MARCH,1833,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,706,706,552,569,706,171,569,552,213,,,,,,,,NA
710,173,173,Jade,Perrie,27,MARCH,1837,"2 Milfield Gardens, Scaurs, Jedburgh",F,Dale,Perrie,TOLL COLLECTOR,Zoe,Mullen,HOUSEMAID,17,DECEMBER,1834,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,710,710,520,507,710,173,507,520,,,,,,,,,NA
716,167,167,Nicole,Jones,5,OCTOBER,1837,"7 Gearra Mor, Na h-Eileanan Siar",F,Matthew,Jones,LABOURER,Sabrina,Henry,DOMESTIC SERVANT,13,DECEMBER,1830,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,716,716,544,509,716,167,509,544,,,,,,,,,NA
712,174,174,Lauren,Cruickshanks,13,NOVEMBER,1837,"579 Rathad an Duin, Na h-Eileanan Siar",F,John,Cruickshanks,FISHERMAN,Cari,Powell,LABOURERS WIFE,23,DECEMBER,1834,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,712,712,538,571,712,174,571,538,218,,,,,,,,NA
714,176,176,Caitlin,Mullen,7,DECEMBER,1837,"1 Gowanlea, The Lees, Coldstream",F,Thomas,Mullen,PLOUGHMAN,Joanna,Cruickshanks,SEMPSTRESS,6,DECEMBER,1834,"The Lees Coldstream ",,SYNTHETIC DATA PRODUCED USING VALIPOP,714,714,540,499,714,176,499,540,217,,,,,,,,NA
718,177,177,Erin,Cruickshanks,2,APRIL,1837,"1 Park Drive, Hillpark, Bannockburn",F,Luke,Cruickshanks,,Alexandra,Perrie,SCHOLAR,10,DECEMBER,1841,,,SYNTHETIC DATA PRODUCED USING VALIPOP,718,718,604,603,718,177,603,604,225,,,,,,,,NA
720,178,178,Stephanie,Anderson,6,JANUARY,1838,"1 Beaconsfield Terrace Lane, West End, Hawick",F,Reuben,Anderson,LABOURER,Sian,Powell,CARDER,28,FEBRUARY,1836,"West End Hawick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,720,720,500,511,720,178,511,500,,,,,,,,,NA
722,164,164,Rhianne,Cruickshanks,14,SEPTEMBER,1838,"578 Rathad an Duin, Na h-Eileanan Siar",F,Patrick,Cruickshanks,CLERK TO WOOD YARD,Emilie,Mullen,BOOK FOLDER,25,DECEMBER,1827,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,722,722,526,541,722,164,541,526,,,,,,,,,NA
724,169,169,Naomi,Black,21,AUGUST,1838,"1 Common Road, Cellardyke, Fife",F,Levi,Black,FISHERMAN,Amy,Grant,PRINTFIELD WORKER,1,MAY,1832,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,724,724,542,529,724,169,529,542,237,,,,,,,,NA
742,171,171,Eleanor,Grant,13,MARCH,1841,"571 Rathad an Duin, Na h-Eileanan Siar",F,Ryan,Grant,LABOURER,Amy,Cruickshanks,COOK & C,5,MARCH,1833,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,742,742,552,569,742,171,569,552,,,,,,,,,NA
744,179,179,Lillian,Cruickshanks,14,SEPTEMBER,1841,"9 Gearra Mor, Na h-Eileanan Siar",F,Luke,Cruickshanks,SAILOR,Emma,Mcbain,DOMESTIC SERV,8,NOVEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,744,744,576,585,744,179,585,576,,,,,,,,,NA
738,163,163,Victoria,Cruickshanks,27,NOVEMBER,1841,"1 East Drive, Thomsford, Fife",F,Joshua,Cruickshanks,FREE STONE QUARRIER,Clare,Jones,,25,JUNE,1840,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,738,738,504,487,738,163,487,504,231,,,,,,,,NA
746,177,177,Kelsey,Cruickshanks,14,FEBRUARY,1841,"1 Park Drive, Hillpark, Bannockburn",F,Luke,Cruickshanks,GAME KEEPER,Alexandra,Perrie,HOUSE KEEPER,10,DECEMBER,1841,,,SYNTHETIC DATA PRODUCED USING VALIPOP,746,746,604,603,746,177,603,604,232,,,,,,,,NA
740,181,181,Sarah,Drake,25,JUNE,1841,"1 Bracklinn Road, Drumardoch Farm, Callander",F,Ashan,Drake,LABOURER (GAS HOUSE),Amy,Grant,FARMARS WIFE,21,JULY,1840,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,740,740,542,479,740,181,479,542,226,,,,,,,,NA
736,144,144,Sophie,Drake,24,JUNE,1841,"575 Rathad an Duin, Na h-Eileanan Siar",F,Luke,Drake,LABOURER,Alexandra,Henry,,16,SEPTEMBER,1818,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,736,736,456,489,736,144,489,456,227,233,,,,,,,NA
748,164,164,Emily,Cruickshanks,25,JANUARY,1842,"578 Rathad an Duin, Na h-Eileanan Siar",F,Patrick,Cruickshanks,AGL LABOURER,Emilie,Mullen,BOOK FOLDER,25,DECEMBER,1827,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,748,748,526,541,748,164,541,526,250,,,,,,,,NA
752,167,167,Beth,Jones,8,OCTOBER,1842,"7 Gearra Mor, Na h-Eileanan Siar",F,Matthew,Jones,LABOURER,Sabrina,Henry,,13,DECEMBER,1830,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,752,752,544,509,752,167,509,544,249,,,,,,,,NA
754,184,184,Amy,Jones,5,DECEMBER,1842,"1 Cora Linn Court, North Ayrshire",F,Callum,Jones,WOOD ENGRAVER,Hannah,Anderson,COTTON FACTORY,4,MARCH,1841,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,754,754,606,595,754,184,595,606,220,254,,,,,,,NA
750,175,175,Aimee,Cruickshanks,27,APRIL,1842,"8 Gearra Mor, Na h-Eileanan Siar",F,Jason,Cruickshanks,PIT ROADSMAN,Sophie,Perrie,,20,FEBRUARY,1835,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,750,750,534,553,750,175,553,534,212,234,,,,,,,NA
760,179,179,Lauren,Cruickshanks,20,MAY,1843,"9 Gearra Mor, Na h-Eileanan Siar",F,Luke,Cruickshanks,SAILOR,Emma,Mcbain,DOMESTIC SERV,8,NOVEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,760,760,576,585,760,179,585,576,229,,,,,,,,NA
758,165,165,Madison,Anderson,8,MARCH,1843,"1 Bail Ur, Highland",F,Bradley,Anderson,PORTER SPIRIT CELLAR,Harriet,Cruickshanks,,4,AUGUST,1829,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,758,758,558,531,758,165,531,558,228,239,,,,,,,NA
762,164,164,Harriet,Cruickshanks,16,MARCH,1844,"578 Rathad an Duin, Na h-Eileanan Siar",F,Patrick,Cruickshanks,AGL LABOURER,Emilie,Mullen,BOOK FOLDER,25,DECEMBER,1827,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,762,762,526,541,762,164,541,526,235,,,,,,,,NA
766,184,184,Emma,Jones,21,FEBRUARY,1844,"1 Cora Linn Court, North Ayrshire",F,Callum,Jones,WOOD ENGRAVER,Hannah,Anderson,COTTON FACTORY,4,MARCH,1841,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,766,766,606,595,766,184,595,606,238,244,,,,,,,NA
764,182,182,Sarah,Mcbain,6,OCTOBER,1844,"10 Gearra Mor, Na h-Eileanan Siar",F,Christopher,Mcbain,LABOURER FOUNDRY,Chloe,Cruickshanks,GENERAL SERVANT,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,764,764,596,557,764,182,557,596,236,294,,,,,,,NA
776,175,175,Holly,Cruickshanks,10,DECEMBER,1846,"8 Gearra Mor, Na h-Eileanan Siar",F,Jason,Cruickshanks,PIT ROADSMAN,Sophie,Perrie,,20,FEBRUARY,1835,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,776,776,534,553,776,175,553,534,,,,,,,,,NA
778,192,192,Zoe,Cruickshanks,21,DECEMBER,1846,"1 Leith Walk, Pulteneytown, Wick",F,Marley,Cruickshanks,BLACKSMITH,Katie,Perrie,DRESSMAKER NOW PAUPER,20,AUGUST,1843,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,778,778,550,589,778,192,589,550,,,,,,,,,NA
774,153,153,Abigail,Anderson,14,JUNE,1846,"2 Park Terrace, Croc, North Ayrshire",F,Shane,Anderson,LABOURER,Megan,Henry,,18,JANUARY,1823,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,774,774,482,459,774,153,459,482,255,,,,,,,,NA
782,193,193,Daniella,Jones,12,MARCH,1846,"1 Burnside Park, Perth and Kinross",F,Callum,Jones,WOOD ENGRAVER,Elin,Drake,,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,782,782,620,595,782,193,595,620,267,,,,,,,,NA
780,185,185,Sarah,Perrie,15,JUNE,1846,"1 Asquith Place, Milnwood, North Lanarkshire",F,William,Perrie,CARTER,Hayley,Cruickshanks,DOMESTIC SERV,26,MAY,1841,"Milnwood North Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,780,780,582,567,780,185,567,582,241,,,,,,,,NA
784,186,186,Hardeep,Mcbain,11,MARCH,1847,"2 Pilot Place, Broadhaven, Caithness",F,Edward,Mcbain,SERVANT,Charlotte,Powell,WIFE,1,DECEMBER,1843,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,784,784,572,597,784,186,597,572,,,,,,,,,NA
786,182,182,Katie,Mcbain,29,JULY,1847,"10 Gearra Mor, Na h-Eileanan Siar",F,Christopher,Mcbain,LABOURER FOUNDRY,Chloe,Cruickshanks,GENERAL SERVANT,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,786,786,596,557,786,182,557,596,222,,,,,,,,NA
788,175,175,Ayesha,Cruickshanks,20,SEPTEMBER,1848,"8 Gearra Mor, Na h-Eileanan Siar",F,Jason,Cruickshanks,PIT ROADSMAN,Sophie,Perrie,,20,FEBRUARY,1835,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,788,788,534,553,788,175,553,534,,,,,,,,,NA
792,182,182,Clarissa,Mcbain,11,DECEMBER,1848,"10 Gearra Mor, Na h-Eileanan Siar",F,Christopher,Mcbain,LABOURER FOUNDRY,Chloe,Cruickshanks,GENERAL SERVANT,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,792,792,596,557,792,182,557,596,,,,,,,,,NA
790,194,194,Symone,Jones,21,MAY,1848,"1 MacDonald Road, Glenury, Stonehaven",F,Luke,Jones,WAREHOUSE PORTER,Harriet,Cruickshanks,,26,DECEMBER,1846,"Glenury Stonehaven ",,SYNTHETIC DATA PRODUCED USING VALIPOP,790,790,558,575,790,194,575,558,268,,,,,,,,NA
794,193,193,Uzma,Jones,8,JULY,1848,"1 Burnside Park, Perth and Kinross",F,Callum,Jones,WOOD ENGRAVER,Elin,Drake,,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,794,794,620,595,794,193,595,620,245,306,,,,,,,NA
804,198,198,Christie,Cruickshanks,31,OCTOBER,1850,"1 Gearra Mor, Na h-Eileanan Siar",F,Conor,Cruickshanks,PLOUGHMAN,Georgia,Mullen,FARM SERVANT,5,JUNE,1848,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,804,804,588,573,804,198,573,588,,,,,,,,,NA
810,200,200,Leah,Grant,29,JANUARY,1850,"1 Birch Avenue, Southfield, Scottish Borders",F,Josh,Grant,TAILOR,Lydia,Cruickshanks,SCULLERY MAID,25,JUNE,1846,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,810,810,652,609,810,200,609,652,,,,,,,,,NA
808,193,193,Megan,Jones,13,NOVEMBER,1850,"1 Burnside Park, Perth and Kinross",F,Callum,Jones,TEA MERCHANT,Elin,Drake,,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,808,808,620,595,808,193,595,620,280,,,,,,,,NA
800,181,181,Penny,Drake,10,APRIL,1850,"1 Bracklinn Road, Drumardoch Farm, Callander",F,Ashan,Drake,LABOURER (GAS HOUSE),Amy,Grant,FARMARS WIFE,21,JULY,1840,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,800,800,542,479,800,181,479,542,256,,,,,,,,NA
802,186,186,Natasha,Mcbain,8,OCTOBER,1850,"2 Pilot Place, Broadhaven, Caithness",F,Edward,Mcbain,LABOURER,Charlotte,Powell,WIFE,1,DECEMBER,1843,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,802,802,572,597,802,186,597,572,242,,,,,,,,NA
806,182,182,Lauren,Mcbain,27,MARCH,1850,"10 Gearra Mor, Na h-Eileanan Siar",F,Christopher,Mcbain,LABOURER FOUNDRY,Chloe,Cruickshanks,HOUSEMAID,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,806,806,596,557,806,182,557,596,240,,,,,,,,NA
816,198,198,Chelsea,Cruickshanks,12,FEBRUARY,1852,"1 Gearra Mor, Na h-Eileanan Siar",F,Conor,Cruickshanks,PLOUGHMAN,Georgia,Mullen,FARM SERVANT,5,JUNE,1848,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,816,816,588,573,816,198,573,588,,,,,,,,,NA
820,189,189,Charlotte,Powell,23,AUGUST,1853,"580 Rathad an Duin, Na h-Eileanan Siar",F,Luis,Powell,CARTER,Abbie,Black,HACKER,3,AUGUST,1845,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,820,820,584,587,820,189,587,584,246,,,,,,,,NA
824,204,204,Natasha,Mcbain,23,SEPTEMBER,1853,"1 Miller Lane, Pulteneytown, Wick",F,Samuel,Mcbain,TAILOR,Grace,Anderson,SCHOLAR,11,APRIL,1853,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,824,824,700,643,824,204,643,700,247,,,,,,,,NA
818,202,202,Georgia,Drake,19,MARCH,1853,"1 Ladylands Drive, Glenburn Hall, Jedburgh",F,Alexander,Drake,DRAPER,Gina,Henry,DOMESTIC SERV,23,JUNE,1851,"Glenburn Hall Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,818,818,560,613,818,202,613,560,248,278,,,,,,,NA
822,195,195,Faye,Mcbain,23,OCTOBER,1853,"1 Swanson Drive, Harden, Wick",F,Joshua,Mcbain,FARM SERVANT,Natasha,Perrie,SCULLERY MAID,29,JANUARY,1847,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,822,822,662,639,822,195,639,662,263,,,,,,,,NA
830,205,205,Chantelle,Anderson,16,SEPTEMBER,1854,"6 Gearra Mor, Na h-Eileanan Siar",F,Joseph,Anderson,CARPENTER,Florence,Anderson,DOMESTIC SERVANT,30,NOVEMBER,1852,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,830,830,686,669,830,205,669,686,257,,,,,,,,NA
832,167,167,Hannah,Jones,28,MARCH,1855,"7 Gearra Mor, Na h-Eileanan Siar",F,Matthew,Jones,WOOD SAWYER,Sabrina,Henry,,13,DECEMBER,1830,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,832,832,544,509,832,167,509,544,,,,,,,,,NA
838,208,208,Amy,Grant,8,DECEMBER,1855,"1 Torrie Wyne, Fife",F,Connor,Grant,PLOUGHMAN,Claire,Powell,DOMESTIC SERV,11,MARCH,1853,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,838,838,638,617,838,208,617,638,269,,,,,,,,NA
834,206,,Rhianna,Black,2,APRIL,1855,,F,Nigel,Black,GROCER PORTER,Holly,Cruickshanks,,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,834,834,566,559,834,,559,566,262,272,,,,,,,NA
836,193,193,Amy,Jones,13,AUGUST,1855,"1 Burnside Park, Perth and Kinross",F,Callum,Jones,TEA MERCHANT,Elin,Drake,DRESS MAKER AT HOME,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,836,836,620,595,836,193,595,620,261,,,,,,,,NA
840,198,198,Chloe,Cruickshanks,26,OCTOBER,1856,"1 Gearra Mor, Na h-Eileanan Siar",F,Conor,Cruickshanks,DEALER IN BURIALS,Georgia,Mullen,FARM SERVANT,5,JUNE,1848,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,840,840,588,573,840,198,573,588,275,,,,,,,,NA
842,201,201,Chloe,Perrie,2,DECEMBER,1856,"1 Burnflat Drive, West End, Scottish Borders",F,Callum,Perrie,COTTON WEAVER,Safiyah,Cruickshanks,HERRING FISHER DAUR,24,JULY,1848,"West End Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,842,842,626,591,842,201,591,626,281,,,,,,,,NA
844,203,203,Katie,Jones,18,DECEMBER,1856,"1 The Glebe, Pulteneytown, Wick",F,Luke,Jones,COTTON WEAVER,Charleigh,Black,DOMESTIC SERV,10,AUGUST,1851,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,844,844,678,575,844,203,575,678,273,,,,,,,,NA
846,204,204,Gemma,Mcbain,2,NOVEMBER,1856,"1 Miller Lane, Pulteneytown, Wick",F,Samuel,Mcbain,TAILOR,Grace,Anderson,DRESSMAKER,11,APRIL,1853,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,846,846,700,643,846,204,643,700,274,,,,,,,,NA
848,193,193,Zoe,Jones,21,JULY,1857,"1 Burnside Park, Perth and Kinross",F,Callum,Jones,TEA MERCHANT,Elin,Drake,DRESS MAKER AT HOME,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,848,848,620,595,848,193,595,620,,,,,,,,,NA
850,208,208,Chelsea,Grant,18,JULY,1857,"1 Torrie Wyne, Fife",F,Connor,Grant,PLOUGHMAN,Claire,Powell,,11,MARCH,1853,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,850,850,638,617,850,208,617,638,,,,,,,,,NA
852,190,190,Sophie,Cruickshanks,29,MARCH,1858,"1 Hartrigge Crescent, Scaurs, Scottish Borders",F,Michael,Cruickshanks,FARMER'S SON,Charlotte,Perrie,,3,FEBRUARY,1843,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,852,852,586,593,852,190,593,586,,,,,,,,,NA
854,182,182,Jess,Mcbain,10,FEBRUARY,1858,"10 Gearra Mor, Na h-Eileanan Siar",F,Christopher,Mcbain,LABOURER,Chloe,Cruickshanks,HOUSEMAID,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,854,854,596,557,854,182,557,596,,,,,,,,,NA
858,200,200,Hannah,Grant,1,OCTOBER,1858,"1 Birch Avenue, Southfield, Scottish Borders",F,Josh,Grant,,Lydia,Cruickshanks,SCULLERY MAID,25,JUNE,1846,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,858,858,652,609,858,200,609,652,,,,,,,,,NA
856,208,208,Hope,Grant,27,MARCH,1858,"1 Torrie Wyne, Fife",F,Connor,Grant,PLOUGHMAN,Claire,Powell,,11,MARCH,1853,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,856,856,638,617,856,208,617,638,304,,,,,,,,NA
860,204,204,Paige,Mcbain,15,MAY,1858,"1 Miller Lane, Pulteneytown, Wick",F,Samuel,Mcbain,RAILWAY LAB,Grace,Anderson,DRESSMAKER,11,APRIL,1853,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,860,860,700,643,860,204,643,700,270,,,,,,,,NA
862,212,212,Christina,Anderson,5,MARCH,1858,"1 Riverside Drive, Pulteneytown, Caithness",F,Thomas,Anderson,COAL MINER,Aimee,Cruickshanks,SCHOLAR,31,JANUARY,1860,,,SYNTHETIC DATA PRODUCED USING VALIPOP,862,862,750,689,862,212,689,750,271,,,,,,,,NA
864,207,207,Zoe,Anderson,26,DECEMBER,1859,"2 Hartrigge Crescent, Scaurs, Scottish Borders",F,Jack,Anderson,DRAPER (JOURNEYMAN),Emma,Cruickshanks,,30,JULY,1854,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,864,864,640,645,864,207,645,640,,,,,,,,,NA
866,199,199,Emily,Cruickshanks,23,APRIL,1859,"1 Carr Crescent, Crail, Fife",F,Ambrose,Cruickshanks,IRON STONE MINER,Isla,Mullen,DRESSMAKER,21,MAY,1846,"Crail Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,866,866,658,651,866,199,651,658,,,,,,,,,NA
868,203,203,Alexandra,Jones,11,JANUARY,1859,"1 The Glebe, Pulteneytown, Wick",F,Luke,Jones,COTTON WEAVER,Charleigh,Black,DOMESTIC SERV,10,AUGUST,1851,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,868,868,678,575,868,203,575,678,,,,,,,,,NA
870,213,213,Jessica,Mullen,13,APRIL,1859,"2 Swanson Drive, Harden, Wick",F,Mohammad,Mullen,COTTON WEAVER,Amy,Grant,SERVANT,28,FEBRUARY,1856,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,870,870,706,661,870,213,661,706,252,,,,,,,,NA
874,208,208,Alana,Grant,13,MARCH,1860,"1 Torrie Wyne, Fife",F,Connor,Grant,PLOUGHMAN,Claire,Powell,,11,MARCH,1853,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,874,874,638,617,874,208,617,638,287,,,,,,,,NA
872,186,186,Charlotte,Mcbain,3,NOVEMBER,1860,"2 Pilot Place, Broadhaven, Caithness",F,Edward,Mcbain,CARPENTER,Charlotte,Powell,,1,DECEMBER,1843,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,872,872,572,597,872,186,597,572,259,265,,,,,,,NA
878,214,214,Chloe,Drake,26,DECEMBER,1860,"3 Swanson Drive, Harden, Wick",F,Aaron,Drake,PRIVATE,Anna,Perrie,DOMESTIC SERVANT,19,AUGUST,1857,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,878,878,674,709,878,214,709,674,276,295,,,,,,,NA
880,216,216,Rachel,Anderson,30,OCTOBER,1860,"1 Park Terrace, Croc, North Ayrshire",F,Joshua,Anderson,AGRIL LAB,Keira,Anderson,HOUSEMAID,5,MAY,1858,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,880,880,708,657,880,216,657,708,260,279,302,,,,,,NA
876,200,200,Chloe,Grant,4,FEBRUARY,1860,"1 Birch Avenue, Southfield, Scottish Borders",F,Josh,Grant,,Lydia,Cruickshanks,MILL WORKER,25,JUNE,1846,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,876,876,652,609,876,200,609,652,264,297,,,,,,,NA
882,208,208,Emma,Grant,23,FEBRUARY,1861,"1 Torrie Wyne, Fife",F,Connor,Grant,PLOUGHMAN,Claire,Powell,,11,MARCH,1853,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,882,882,638,617,882,208,617,638,,,,,,,,,NA
884,211,211,Amy,Black,24,SEPTEMBER,1861,"1 Fife Park, Northbank Farm Steadings, Fife",F,Nicholas,Black,PLOUGHMAN,Enya,Mullen,,17,NOVEMBER,1855,"Northbank Farm Steadings Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,884,884,704,693,884,211,693,704,,,,,,,,,NA
886,218,218,Billie,Mcbain,28,MAY,1861,"1 West Park, Pulteneytown, Wick",F,Sean,Mcbain,FARMER SERV CATTLEMAN,Lauren,Cruickshanks,DOMESTIC SERVT (HOUSEMAID),13,FEBRUARY,1859,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,886,886,712,695,886,218,695,712,286,298,,,,,,,NA
888,207,207,Leah,Anderson,28,AUGUST,1862,"2 Hartrigge Crescent, Scaurs, Scottish Borders",F,Jack,Anderson,DRAPER (JOURNEYMAN),Emma,Cruickshanks,,30,JULY,1854,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,888,888,640,645,888,207,645,640,,,,,,,,,NA
890,216,216,Chloe,Anderson,6,MAY,1862,"1 Park Terrace, Croc, North Ayrshire",F,Joshua,Anderson,AGRIL LAB,Keira,Anderson,HOUSEMAID,5,MAY,1858,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,890,890,708,657,890,216,657,708,,,,,,,,,NA
892,200,200,Constance,Grant,7,SEPTEMBER,1863,"1 Birch Avenue, Southfield, Scottish Borders",F,Josh,Grant,COAL MINER,Lydia,Cruickshanks,MILL WORKER,25,JUNE,1846,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,892,892,652,609,892,200,609,652,,,,,,,,,NA
